vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_type,wheel_speed_mean,wheel_speed_std,engine_temp_c_roll_mean,engine_temp_c_roll_std,engine_rpm_roll_mean,engine_rpm_roll_std,oil_pressure_psi_roll_mean,oil_pressure_psi_roll_std,coolant_temp_c_roll_mean,coolant_temp_c_roll_std,exhaust_gas_temp_c_roll_mean,exhaust_gas_temp_c_roll_std,brake_temp_c_roll_mean,brake_temp_c_roll_std,brake_pad_wear_mm_roll_mean,brake_pad_wear_mm_roll_std,brake_fluid_level_psi_roll_mean,brake_fluid_level_psi_roll_std,battery_voltage_v_roll_mean,battery_voltage_v_roll_std,battery_charge_percent_roll_mean,battery_charge_percent_roll_std,battery_health_percent_roll_mean,battery_health_percent_roll_std,alternator_output_v_roll_mean,alternator_output_v_roll_std,thermal_stress,temp_delta_engine_coolant,oil_pressure_per_rpm,brake_stress_event,alternator_deficit,charge_efficiency,engine_anomaly_score,engine_anomaly_flag,brake_anomaly_score,brake_anomaly_flag,battery_anomaly_score,battery_anomaly_flag,total_anomaly_flags,any_failure
VEH0000,BMW,2023-01-01 00:00:00,31381.561743305563,99.3882128176128,2212.155243177671,55.52250450717497,91.78810523628484,68.36816243416183,4.0763150631305,93.47578191375344,5.939225824704639,36.81773210535528,123.5716478332705,1.2468345504984777,1090.6607993244083,948.0490608339156,7.751080784541192,209.7159268971743,0,3.9396357095647705,33.44228268666552,31.165627099524645,59.63654275458771,52.39809727730204,11.772458451584916,-56.67792042140357,28.472225887316583,14.28171334322498,62.57250742116127,90.82879195977996,116.50123881560366,24.18705745284781,83.7857957904418,31.986296151746107,78.20339505719585,0,0,0,No Failure,44.16063745451998,14.037008373636665,99.3882128176128,0.0,2212.155243177671,0.0,55.52250450717497,0.0,91.78810523628484,0.0,123.5716478332705,0.0,209.7159268971743,0.0,7.751080784541192,0.0,948.0490608339156,0.0,11.772458451584916,0.0,62.57250742116127,0.0,90.82879195977996,0.0,14.28171334322498,0.0,92.90390906136889,7.600107581327961,0.02508748750379354,4.589724406464855,-2.509254891640065,56.833852589584446,0.011360649487701213,0,0.029264663651469625,0,0.019196803147987773,0,0,0
VEH0000,BMW,2023-01-01 00:56:00,31391.284155407044,84.11870563097045,961.7952510156352,57.7993456464876,87.28328177134112,99.06439353967228,7.059168090436938,77.4340903412723,51.21950209743945,46.28114739235242,459.5536216942363,1.9186112832665287,1090.8695288865026,1159.3977643401552,7.745845922206134,99.57412844721826,0,88.70521853381572,109.41515140953824,41.51417458617224,60.885401567222495,57.82186373452103,12.286638497002611,-26.111755972895537,25.799318259088768,14.011732553860464,83.55612099854802,90.82623808659984,39.40993319935926,15.148875428189154,57.41850139600373,30.62053942929624,84.38972664669173,0,0,0,No Failure,67.4091478243635,29.26618787185001,91.75345922429162,10.797172077051517,1586.975247096653,884.1380293821338,56.66092507683129,1.609969809292463,89.53569350381298,3.1853912201099783,291.5626347637534,237.57513207353028,154.64502767219628,77.8820125760459,7.748463353373663,0.003701606655697705,1053.7234125870355,149.44610144424698,12.029548474293764,0.36358019686565973,73.06431420985464,14.837655454368287,90.8275150231899,0.0018058610439526872,14.146722948542722,0.19090524694974703,65.13655451219456,-3.16457614037067,0.06003285286826677,34.95866736852243,-1.725094056857852,75.89088139406867,0.003384129430190619,0,0.09781453389331968,0,0.11575576121709347,0,0,0
VEH0000,BMW,2023-01-01 01:00:00,31490.411857509225,96.88726327052626,2647.9799688137464,38.43896429721184,93.0290108552688,20.871930897358524,6.814661760637247,45.953808553944405,18.424691759691427,67.72964779395758,764.735280551873,2.0804837985359548,1091.620958726107,971.6275126551692,7.727313914752201,13.520961284017588,0,46.27074621484131,18.49403126595716,49.35862500530691,119.72405506322325,142.03012144928834,13.19895949128687,22.58502662954917,24.251833483658835,14.06136410109797,73.7067756373165,90.81468072662508,74.02839183079452,18.02420687406184,47.68011500362918,28.39229958437796,83.16000743906686,0,0,0,No Failure,82.40170819594391,58.09343554460077,93.46472723970317,8.189919236014616,1940.6434876690175,875.2677879760668,50.58693815029147,10.581869066698305,90.70013262096491,3.0234275227360117,449.2868500264599,320.7050918376374,107.60367220947005,98.34363890338497,7.741413540499842,0.012488015478226084,1026.3581126097467,115.81730245081295,12.419352146624798,0.7224513746022766,73.2784680190086,10.498361550889639,90.82323692433495,0.00751910609666726,14.118269999394471,0.1437049672146747,44.52338747649374,3.8582524152574678,0.014510855027124042,34.253489310955246,-0.8624046098111009,66.93657296891885,0.14728153202453442,0,0.08613701528770523,0,0.14171173363021738,0,0,0
VEH0000,BMW,2023-01-01 01:12:00,31563.621499185363,105.46531237980588,1034.8959736345723,37.28125077075677,85.18948934488911,80.15403887103238,4.329063312370847,36.07967747311983,40.69467683074461,28.69119283413706,95.65869889222648,2.401856558221982,1092.7670711696724,1035.860891099883,7.702459793784875,107.4336055852716,1,57.7686378319555,106.9500511374756,64.30041793880903,58.22769818407175,20.835755975986046,13.189686680713448,-38.37557478119358,23.086666117447106,14.021528769539415,86.17192843955786,90.8044841479273,62.44846362497369,20.28154829191364,67.63004045835459,34.38606270699021,76.16459043164384,0,0,0,No Failure,62.578480809085605,35.275986670953976,96.46487352472884,8.984432591312691,1714.206609160406,846.0636935679877,47.2605163054078,10.904630413589215,89.32247180194597,3.6994422984009754,360.87981224290155,315.9605269740389,107.56115555342043,80.29728994495238,7.7316751038211,0.021984440319759137,1028.7338072322807,94.68372298207791,12.611935780146961,0.7044935410483714,76.50183312414592,10.72554865292212,90.81854873023305,0.011207495709461902,14.094084691930707,0.12691386103671917,38.05154455265228,20.27582303491677,0.03598937704135559,36.07562678313152,-0.831842088825967,78.24797509986156,0.1055312888220667,0,0.09693340035195741,0,0.10661816254159373,0,0,0
VEH0000,BMW,2023-01-01 01:27:00,31463.27166908277,91.13052748236468,2723.042460576982,41.71971512863537,90.99796256174103,13.892586315695333,1.5646302794795997,69.31675409808102,47.48948053431114,44.79694218451008,484.77629415561455,1.891411289414044,1091.4550854179054,1021.8043028297064,7.729656723454166,26.4305648992146,0,64.28697555461535,66.38252862031267,98.64755785930473,104.5840695971162,109.44453320841824,12.62292036897779,51.582360454325205,29.47293403207304,14.076960355800184,60.2166992580878,90.8194269063714,70.29442827280373,35.05894671363565,57.22156259627194,33.490971019058684,76.10724809177461,0,0,0,No Failure,94.76467232128796,19.42971744253453,95.39800431625602,8.13824743300537,1915.9737794437212,860.4753251552951,46.15235607005331,9.76336616535689,89.65756995390498,3.2902672910616926,385.65910862544416,279.1833780875103,91.33503742257928,78.43580577362532,7.731271427747714,0.01906046914404032,1027.3479063517657,82.05704817115476,12.614132697913126,0.6101290800089039,73.24480635093428,11.803353863912418,90.81872436546072,0.009713918299234351,14.090659824704602,0.11017710592504225,63.16872364323487,0.13256492062365055,0.015315368880042595,45.190161919993955,-1.4540399868223943,54.68846116812854,0.16031091284726123,0,0.13274243498889482,0,0.1463320830484618,0,0,0
VEH0000,BMW,2023-01-01 01:28:00,31428.08801495574,103.5214314124777,742.050436956051,50.39884834258126,83.50315535589729,80.28024443021758,10.792361754035737,52.63481490380765,14.532124699387923,0.0,76.76440066141436,1.286237205232908,1091.245803247352,1094.2826098216906,7.738504770901991,99.99231964366302,0,77.91260312203092,41.78574755742321,112.69631873487934,47.333568706784725,41.03309131153158,12.405697349948596,25.597456300791773,28.84773659503304,14.394460674175036,49.47222057087424,90.8214621013984,82.07779779814499,23.138713974425173,80.54013524350188,30.634997106057163,79.03923350176734,0,0,0,No Failure,60.712181577654704,34.76978715664003,96.224648035229,8.825756197573318,1621.9528181993974,977.2156961396881,45.12762483713457,8.750370276503919,88.00057997782747,3.9658856179017508,376.2976591910729,290.7152189977107,69.39031597187702,45.44711776984912,7.728756225019874,0.016442972273658214,1056.5946161493207,72.19510730735784,12.740780477585862,0.43123700964748185,70.62474898087689,15.606016603051396,90.81725839378441,0.008258846965612878,14.113209290894613,0.15953612110799587,54.488313809729824,20.018276056580405,0.06782695472065536,63.94894884977173,-1.98876332422644,44.93139405649677,0.03986659662300507,0,0.1716194962362359,0,0.15512603829499522,0,0,0
VEH0000,BMW,2023-01-01 02:06:00,31560.288546871983,92.4171869857926,2465.544515871138,56.49345676951815,90.94256339311002,39.481119254160745,2.9199171167305247,29.22031213263456,37.77614584162077,60.00517734047442,144.02935105956706,1.2029347867167637,1092.4863509886516,939.0287517218032,7.705246054021781,100.50090396451232,0,40.83170840231024,32.42874089717279,17.06187202388149,37.95626759745099,30.12608505454808,12.178040389365949,21.00091790449422,32.66815213134412,13.947318714588596,88.96980442447497,90.8070565083345,117.59786973607306,54.38743633623796,60.26286936356447,29.287110098384595,77.33299759440646,0,0,0,No Failure,29.393241393263338,8.853236797312286,97.88434430619343,6.437115996789626,1922.702671170498,954.3831300488176,44.86644706174068,8.284691877144468,88.73243630218124,4.134479297275707,313.19280506413907,302.1453511249112,69.57567107533582,45.6026216940298,7.720636251383003,0.015909791638274984,1012.5208136256504,59.97766028416152,12.71906085605853,0.46150140642365206,71.70748566606228,16.864534533903626,90.81342207813134,0.007461420902371106,14.100326523040241,0.17190071434031098,27.004590501449126,1.4746235926825761,0.02290388695845844,48.017219257962,-1.769278325222647,80.79086057908768,0.15643852185133494,0,0.13117703672395914,0,0.1429630996972469,0,0,0
VEH0000,BMW,2023-01-01 02:10:00,31501.58122739097,101.91465607800733,2380.472929127903,41.92645018959038,89.95882231801211,46.13251516587536,1.9527309960010752,12.571327614760715,0.0,72.18316166476973,359.7491437829142,1.8026255616436373,1091.9122784963072,1015.0234541934584,7.718379386881566,58.593846982319846,0,58.15734163789051,38.12106425760162,35.96683629784533,70.3923635908143,99.49930292858195,12.235806257366,14.392275615532174,17.661554645464957,14.298050341433536,92.1998697032941,90.8129549335507,69.3598923143259,22.779603567953792,52.53487455781236,28.142885462098352,82.33260408320837,0,0,0,No Failure,60.9948917687108,30.11377149564815,98.88982286768965,6.6321217593371244,1869.2012632333292,910.027895592288,45.56394424021639,7.736973137909366,88.11839859472991,3.5190174224182003,232.19557771034732,180.7217364734255,78.59024821499627,34.966245820297125,7.718849345808875,0.015467893938288662,1021.2000019333084,55.55771442788001,12.526430209274357,0.40915573721538,75.4061044792578,19.269093373161912,90.81307691951648,0.007428485094732718,14.147663771107352,0.19011311443875842,12.812025303022944,11.955833759995215,0.01760526003751127,40.33786953291548,-2.062244084067535,83.72942612244493,0.1407787060061489,0,0.19045957212936876,0,0.14612959580798063,0,0,0
VEH0000,BMW,2023-01-01 02:24:00,31602.524198721447,92.34392176066484,2735.497625742981,48.75012977997211,91.1830848519495,76.73254590581094,7.921248580403683,45.57219610430093,14.664452512232335,31.4239248328444,424.6446243916277,2.600755784636388,1093.2252198083463,922.6125091018909,7.697851093686273,39.94366742824975,0,28.618267322536628,48.089934541053054,33.97201193042682,109.4466739795634,57.493751999147165,13.027037474321505,14.98536330782825,30.79955514154864,14.044208744715991,68.90007244641848,90.801445716733,97.3959146296061,27.631916234853765,61.30844867459706,29.43116754600249,81.8704995412588,0,0,0,No Failure,62.250593112547605,32.91554846085291,96.26554474386144,5.939649331940249,2209.3215936550114,834.9547830030574,47.857720042059455,6.2186160716440675,89.31711769614199,3.2849311072710434,297.9927628102276,178.45822521789302,65.09226058359191,34.06315450267036,7.717927605789155,0.01677113684937464,998.5503255337098,69.4372943676471,12.493900367995968,0.3446161644602617,71.95173328062992,18.384463026378686,90.8124692332776,0.008371563548596656,14.152199766142669,0.18658912933013375,42.0831531151724,1.1608369087153392,0.01781478972295328,27.873023209930235,-1.0171712703944866,62.56226188122439,0.18562743404264642,0,0.17559589602928072,0,0.16234986972082405,0,0,0
VEH0000,BMW,2023-01-01 03:00:00,31770.99674910532,97.361002832568,3585.7235215919018,39.71523973563492,88.91748310905828,2.89496619880808,5.200883002763578,46.72196413429536,0.0,71.72741174764226,247.6815657610648,0.7594174900276287,1095.0392792970647,975.5696427034944,7.67205183746116,63.94175273718128,0,0.57195861516115,29.70053682844468,58.84342158675352,34.67545929947964,63.16594409396766,12.769461658593046,43.25917556802176,21.12910424264913,14.206073392146948,53.55669561056908,90.77984248225508,33.33045151812572,20.88096998057021,50.3538514053143,31.85229442691605,83.66777209450296,0,0,0,No Failure,46.59634045216138,16.853469956375985,97.5116398139021,5.200615306769429,2381.857805857995,1033.2385220931917,47.45682496345937,6.754739822693098,88.90102180560544,3.147692762502553,250.57381713131764,144.7322523764575,72.59449815118525,26.769259847824415,7.706406628590554,0.024639569118151808,989.3033935084674,68.64034338539562,12.52320862591902,0.364017237757694,70.61973255112618,19.645286843979168,90.80455234845434,0.01567675545094623,14.178022373412023,0.18246189754023845,45.48897282422272,8.443519723509723,0.01107284670718306,0.19063638893003038,-1.4366117335539013,48.61868391397543,0.15291851037558057,0,0.14582608536659347,0,0.16369126632948738,0,0,0
